2026-09-17T01:32:09.799735	DEBUG	server/main.go:63	application time zone	{"zone": "Europe/Moscow"}
2026-09-17T01:32:23.605991	DEBUG	middleware/common.go:86	<<< done HTTP request	{"request_id": "5f9df798-7711-4de2-b0a7-7118ac5aa16a", "url": "/api/v1/tasks/febf0f4b-093b-49e4-8727-b73be77a0a5b", "HTTP Response status code": 200, "latency": "1.108917ms"}
2026-09-17T01:32:23.621147	DEBUG	middleware/common.go:78	>>> incoming HTTP request	{"request_id": "112f02b6-3734-46a7-86ff-f4dc8e1aa203", "url": "/api/v1/reports/daily?date=2026-09-16", "http_method": "GET", "time": "2026-09-16T22:32:23.621146"}
2026-09-17T01:32:23.625268	DEBUG	middleware/common.go:86	<<< done HTTP request	{"request_id": "112f02b6-3734-46a7-86ff-f4dc8e1aa203", "url": "/api/v1/reports/daily?date=2026-09-16", "HTTP Response status code": 200, "latency": "4.10975ms"}
2026-09-17T01:32:23.631552	DEBUG	middleware/common.go:78	>>> incoming HTTP request	{"request_id": "7ee5b475-fdf3-4012-b2d6-bf938892fd3c", "url": "/api/v1/events?date_from=2026-09-01T00:00:00Z&date_to=2026-09-30T00:00:00Z", "http_method": "GET", "time": "2026-09-16T22:32:23.631551"}
2026-09-17T01:32:23.632635	DEBUG	middleware/common.go:86	<<< done HTTP request	{"request_id": "7ee5b475-fdf3-4012-b2d6-bf938892fd3c", "url": "/api/v1/events?date_from=2026-09-01T00:00:00Z&date_to=2026-09-30T00:00:00Z", "HTTP Response status code": 200, "latency": "1.083041ms"}
2026-09-17T01:32:23.637965	DEBUG	middleware/common.go:78	>>> incoming HTTP request	{"request_id": "099569df-f88c-4b81-960d-89cec60aa200", "url": "/api/v1/tasks/febf0f4b-093b-49e4-8727-b73be77a0a5b", "http_method": "DELETE", "time": "2026-09-16T22:32:23.637965"}
2026-09-17T01:32:23.639352	DEBUG	middleware/common.go:86	<<< done HTTP request	{"request_id": "099569df-f88c-4b81-960d-89cec60aa200", "url": "/api/v1/tasks/febf0f4b-093b-49e4-8727-b73be77a0a5b", "HTTP Response status code": 204, "latency": "1.387042ms"}
2026-09-17T14:37:55.462311	DEBUG	middleware/common.go:78	>>> incoming HTTP request	{"request_id": "6f9009c2-f923-43f2-a1ef-cee3790c2143", "url": "/api/v1/users/me", "http_method": "GET", "time": "2026-09-17T11:37:55.462175"}
2026-09-17T14:37:55.464451	WARN	response/handler.go:65	invalid access token	{"request_id": "6f9009c2-f923-43f2-a1ef-cee3790c2143", "url": "/api/v1/users/me", "error": "unauthorized"}
2026-09-17T14:37:55.465262	DEBUG	middleware/common.go:86	<<< done HTTP request	{"request_id": "6f9009c2-f923-43f2-a1ef-cee3790c2143", "url": "/api/v1/users/me", "HTTP Response status code": 401, "latency": "3.087083ms"}
